authorLast,authorFirst,bookTitle,pubYear,pageCount,awardYear,awardName,awardAgency,awardType,bookType,bookAudience,language,primaryGenre,charGender,authorCount,linkGR.x,linkLT.x,authorDOB,authorGender,authorAge,authorRace,authorNationality,linkGR.y,linkLT.y,countGR,ratingGR,countLT,ratingLT
Ford,Jeffrey,The Physiognomy,1997,256,1998,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/39746.Physiognomy,http://www.librarything.com/work/28123,1955,Male,41,White,American,https://www.goodreads.com/book/show/39746.Physiognomy,http://www.librarything.com/work/28123,868,3.74,380,3.7600000000000002
Ford,Jeffrey,The Shadow Year,2008,289,2009,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Horror,Male,Primary,https://www.goodreads.com/book/show/1788148.The_Shadow_Year,http://www.librarything.com/work/4670854,1955,Male,52,White,American,https://www.goodreads.com/book/show/1788148.The_Shadow_Year,http://www.librarything.com/work/4670854,1057,3.79,300,3.8899999999999997
Ford,John M.,The Dragon Waiting,1983,368,1984,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/268437.The_Dragon_Waiting,http://www.librarything.com/work/70964,1957,Male,25,White,American,https://www.goodreads.com/book/show/268437.The_Dragon_Waiting,http://www.librarything.com/work/70964,1026,3.8,710,3.82
Ford,Richard,Independence Day,1995,464,1996,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/12374.Independence_Day,http://www.librarything.com/work/902/book/87208109,1944,Male,50,White,American,https://www.goodreads.com/book/show/12374.Independence_Day,http://www.librarything.com/work/902/book/87208109,14473,3.86,2639,3.86
Gaiman,Neil,The Graveyard Book,2008,320,2009,Hugo Award,World SF Society,Popular,Novel,YA,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/2213661.The_Graveyard_Book,https://www.librarything.com/work/4479754/book/55400514,1960,Male,47,White,English,https://www.goodreads.com/book/show/2213661.The_Graveyard_Book,https://www.librarything.com/work/4479754/book/55400514,412748,4.13,17167,4.18
Gaiman,Neil,American Gods,2001,560,2002,Hugo Award,World SF Society,Popular,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/30165203-american-gods,https://www.librarything.com/work/2280068/book/11724257,1960,Male,40,White,English,https://www.goodreads.com/book/show/30165203-american-gods,https://www.librarything.com/work/2280068/book/11724257,711962,4.11,28357,4.08
Gaiman,Neil,American Gods,2001,560,2003,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/30165203-american-gods,https://www.librarything.com/work/2280068/book/11724257,1960,Male,40,White,English,https://www.goodreads.com/book/show/30165203-american-gods,https://www.librarything.com/work/2280068/book/11724257,711962,4.11,28357,4.08
Gibson,William,Neuromancer,1984,288,1985,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/888628.Neuromancer,http://www.librarything.com/work/609/book/24453426,1948,Male,35,White,Canadian,https://www.goodreads.com/book/show/888628.Neuromancer,http://www.librarything.com/work/609/book/24453426,248478,3.9,18636,3.9299999999999997
Gibson,William,Neuromancer,1984,288,1985,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/888628.Neuromancer,http://www.librarything.com/work/609/book/24453426,1948,Male,35,White,Canadian,https://www.goodreads.com/book/show/888628.Neuromancer,http://www.librarything.com/work/609/book/24453426,248478,3.9,18636,3.9299999999999997
Gilman,Greer,Cloud and Ashes: Three Winter's Tales,2009,448,2009,Otherwise Award,Award: Otherwise,Juried,Stories,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/5970437-cloud-and-ashes,http://www.librarything.com/work/6989001/book/152931395,1951,Female,57,White,American,https://www.goodreads.com/book/show/5970437-cloud-and-ashes,http://www.librarything.com/work/6989001/book/152931395,117,3.78,139,3.57
Glasgow,Ellen,In This Our Life,1941,350,1942,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/1791813.In_This_Our_Life,http://www.librarything.com/work/1322396/book/175319947,1873,Female,67,White,American,https://www.goodreads.com/book/show/1791813.In_This_Our_Life,http://www.librarything.com/work/1322396/book/175319947,905,3.6,140,3.4099999999999997
Gloss,Molly,Wild Life,2000,272,2000,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/475582.Wild_Life,http://www.librarything.com/work/46587/book/145953571,1944,Female,55,White,American,https://www.goodreads.com/book/show/475582.Wild_Life,http://www.librarything.com/work/46587/book/145953571,878,3.67,341,3.61
Goto,Hiromi,The Kappa Child,2001,280,2001,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/168860.The_Kappa_Child,http://www.librarything.com/work/128267/book/145953622,1966,Female,34,Asian,Japanese,https://www.goodreads.com/book/show/168860.The_Kappa_Child,http://www.librarything.com/work/128267/book/145953622,290,3.82,131,3.8299999999999996
Grau,Shirley Ann,The Keepers of the House,1964,320,1965,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Female,Primary,https://www.goodreads.com/book/show/266978.The_Keepers_of_the_House,http://www.librarything.com/work/294/book/175320002,1929,Female,34,White,American,https://www.goodreads.com/book/show/266978.The_Keepers_of_the_House,http://www.librarything.com/work/294/book/175320002,7495,3.96,551,3.8
Greer,Andrew Sean,Less,2017,273,2018,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/39927096-less,http://www.librarything.com/work/19029739/book/159552578,1970,Male,46,White,American,https://www.goodreads.com/book/show/39927096-less,http://www.librarything.com/work/19029739/book/159552578,99578,3.7,1699,3.69
Griffith,Nicola,Slow River,1995,352,1997,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/270259.Slow_River,http://www.librarything.com/work/49077/book/140934303,1960,Female,34,White,English,https://www.goodreads.com/book/show/270259.Slow_River,http://www.librarything.com/work/49077/book/140934303,3570,3.85,1009,3.8699999999999997
Griffith,Nicola,Ammonite,1992,414,1993,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/180270.Ammonite,http://www.librarything.com/work/111665/book/140934190,1960,Female,31,White,English,https://www.goodreads.com/book/show/180270.Ammonite,http://www.librarything.com/work/111665/book/140934190,3923,3.86,1004,3.88
Grimwood,Ken,Replay,1987,311,1988,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/341735.Replay,http://www.librarything.com/work/40743,1944,Male,42,White,American,https://www.goodreads.com/book/show/341735.Replay,http://www.librarything.com/work/40743,27353,4.16,2701,4.159999999999999
"Guthrie, Jr.",A.B.,The Way West,1949,352,1950,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Western,Male,Primary,https://www.goodreads.com/book/show/202033.The_Way_West,http://www.librarything.com/work/643510/book/175319966,1901,Male,47,White,American,https://www.goodreads.com/book/show/202033.The_Way_West,http://www.librarything.com/work/643510/book/175319966,4893,3.94,551,3.9899999999999998
Hairston,Andrea,Redwood and Wildfire,2011,448,2011,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/9678305-redwood-and-wildfire,http://www.librarything.com/work/10577684/book/153386336,1952,Female,58,Black,American,https://www.goodreads.com/book/show/9678305-redwood-and-wildfire,http://www.librarything.com/work/10577684/book/153386336,160,4.09,69,3.77
Haldeman,Joe,Forever Peace,1997,368,1998,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/21618.Forever_Peace,http://www.librarything.com/work/45880/book/154769441,1943,Male,53,White,American,https://www.goodreads.com/book/show/21618.Forever_Peace,http://www.librarything.com/work/45880/book/154769441,17253,3.74,1788,3.5
Haldeman,Joe,Forever Peace,1997,368,1999,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/21618.Forever_Peace,http://www.librarything.com/work/45880/book/154769441,1943,Male,53,White,American,https://www.goodreads.com/book/show/21618.Forever_Peace,http://www.librarything.com/work/45880/book/154769441,17253,3.74,1788,3.5
Haldeman,Joe,Camouflage,2004,304,2006,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/21607.Camouflage,http://www.librarything.com/work/48214/book/155873596,1943,Male,60,White,American,https://www.goodreads.com/book/show/21607.Camouflage,http://www.librarything.com/work/48214/book/155873596,5566,3.64,972,3.46
Haldeman,Joe,Camouflage,2004,304,2004,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/21607.Camouflage,http://www.librarything.com/work/48214/book/155873596,1943,Male,60,White,American,https://www.goodreads.com/book/show/21607.Camouflage,http://www.librarything.com/work/48214/book/155873596,5566,3.64,972,3.46
Haldeman,Joe,The Forever War,1974,264,1976,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/21611.The_Forever_War,http://www.librarything.com/work/7899/book/121646137,1943,Male,30,White,American,https://www.goodreads.com/book/show/21611.The_Forever_War,http://www.librarything.com/work/7899/book/121646137,129302,4.15,7361,4.02
Haldeman,Joe,The Forever War,1974,264,1976,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/21611.The_Forever_War,http://www.librarything.com/work/7899/book/121646137,1943,Male,30,White,American,https://www.goodreads.com/book/show/21611.The_Forever_War,http://www.librarything.com/work/7899/book/121646137,129302,4.15,7361,4.02
Hall,Sarah,The Carhullan Army,2007,224,2007,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/2744237-daughters-of-the-north,http://www.librarything.com/work/3256265/book/153454620,1974,Female,32,White,English,https://www.goodreads.com/book/show/2744237-daughters-of-the-north,http://www.librarything.com/work/3256265/book/153454620,3523,3.39,600,3.34
Hand,Elizabeth,Waking the Moon,1994,390,1995,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/102885.Waking_the_Moon,http://www.librarything.com/work/51474/book/144138908,1957,Female,36,White,American,https://www.goodreads.com/book/show/102885.Waking_the_Moon,http://www.librarything.com/work/51474/book/144138908,1968,3.86,695,3.71
Harding,Paul,Tinkers,2009,192,2010,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/4957350-tinkers,http://www.librarything.com/work/7460810/book/175320218,1967,Male,41,White,American,https://www.goodreads.com/book/show/4957350-tinkers,http://www.librarything.com/work/7460810/book/175320218,28986,3.39,2936,3.48
Harrison,M. John,Light,2002,310,2002,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/17735.Light,http://www.librarything.com/work/23168/book/141073207,1945,Male,56,White,English,https://www.goodreads.com/book/show/17735.Light,http://www.librarything.com/work/23168/book/141073207,4672,3.6,1679,3.44
Heinlein,Robert A.,The Moon is a Harsh Mistress,1966,384,1967,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/16690.The_Moon_is_a_Harsh_Mistress,http://www.librarything.com/work/7930/book/56005404,1907,Male,58,White,American,https://www.goodreads.com/book/show/16690.The_Moon_is_a_Harsh_Mistress,http://www.librarything.com/work/7930/book/56005404,102981,4.17,8434,4.14
Heinlein,Robert A.,Stranger in a Strange Land,1961,672,1962,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,http://www.librarything.com/work/6904/book/24476246,1907,Male,53,White,American,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,http://www.librarything.com/work/6904/book/24476246,264775,3.92,8916,3.9099999999999997
Heinlein,Robert A.,Starship Troopers,1959,292,1960,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/17214.Starship_Troopers,http://www.librarything.com/work/7802/book/11725198,1907,Male,51,White,American,https://www.goodreads.com/book/show/17214.Starship_Troopers,http://www.librarything.com/work/7802/book/11725198,179394,4.01,9769,3.86
Heinlein,Robert A.,Double Star,1956,256,1956,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/175324.Double_Star,http://www.librarything.com/work/7502/book/56005278,1907,Male,48,White,American,https://www.goodreads.com/book/show/175324.Double_Star,http://www.librarything.com/work/7502/book/56005278,18526,3.9,2564,3.71
Hemingway,Ernest,The Old Man and the Sea,1952,132,1953,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,http://www.librarything.com/work/4933/book/11725257,1899,Male,52,White,American,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,http://www.librarything.com/work/4933/book/11725257,765141,3.77,23389,3.7800000000000002
Herbert,Frank,Dune,1965,544,1966,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/44767458-dune,http://www.librarything.com/work/4041453/book/24476555,1920,Male,44,White,American,https://www.goodreads.com/book/show/44767458-dune,http://www.librarything.com/work/4041453/book/24476555,673362,4.22,29392,4.29
Herbert,Frank,Dune,1965,544,1966,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/44767458-dune,http://www.librarything.com/work/4041453/book/24476555,1920,Male,44,White,American,https://www.goodreads.com/book/show/44767458-dune,http://www.librarything.com/work/4041453/book/24476555,673362,4.22,29392,4.29
Hersey,John,A Bell for Adano,1944,269,1945,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/415412.A_Bell_for_Adano,http://www.librarything.com/work/106178/book/24916491,1914,Male,29,White,American,https://www.goodreads.com/book/show/415412.A_Bell_for_Adano,http://www.librarything.com/work/106178/book/24916491,7417,3.97,908,3.73
Hijuelos,Oscar,The Mambo Kings Play Songs of Love,1989,407,1990,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/294081.The_Mambo_Kings_Play_Songs_of_Love,http://www.librarything.com/work/83428/book/175320101,1951,Male,37,Hispanic,American,https://www.goodreads.com/book/show/294081.The_Mambo_Kings_Play_Songs_of_Love,http://www.librarything.com/work/83428/book/175320101,11347,3.69,1679,3.58
Holdstock,Robert,Mythago Wood,1984,336,1985,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/126192.Mythago_Wood,http://www.librarything.com/work/6886/book/151290234,1948,Male,35,White,English,https://www.goodreads.com/book/show/126192.Mythago_Wood,http://www.librarything.com/work/6886/book/151290234,8139,3.81,1848,3.8099999999999996
Hughart,Barry,Bridge of Birds,1985,278,1985,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/15177.Bridge_of_Birds,http://www.librarything.com/work/42673,1934,Male,50,White,American,https://www.goodreads.com/book/show/15177.Bridge_of_Birds,http://www.librarything.com/work/42673,9326,4.29,2157,4.39
Jackson,Shelley,Half Life,2006,448,2006,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/47079.Half_Life,http://www.librarything.com/work/3162823/book/145953933,1963,Female,42,White,American,https://www.goodreads.com/book/show/47079.Half_Life,http://www.librarything.com/work/3162823/book/145953933,780,3.25,269,3.46
Jemisin,N.K.,The Fifth Season,2015,512,2016,Hugo Award,World SF Society,Popular,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/19161852-the-fifth-season,http://www.librarything.com/work/14231634/book/141878117,1972,Female,42,Black,American,https://www.goodreads.com/book/show/19161852-the-fifth-season,http://www.librarything.com/work/14231634/book/141878117,113458,4.3,3292,4.21
Jemisin,N.K.,The Stone Sky,2017,464,2018,Hugo Award,World SF Society,Popular,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/31817749-the-stone-sky,http://www.librarything.com/work/18793407/book/155876197,1972,Female,44,Black,American,https://www.goodreads.com/book/show/31817749-the-stone-sky,http://www.librarything.com/work/18793407/book/155876197,54621,4.35,1407,4.28
Jemisin,N.K.,The Stone Sky,2017,464,2018,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/31817749-the-stone-sky,http://www.librarything.com/work/18793407/book/155876197,1972,Female,44,Black,American,https://www.goodreads.com/book/show/31817749-the-stone-sky,http://www.librarything.com/work/18793407/book/155876197,54621,4.35,1407,4.28
Jemisin,N.K.,The Obelisk Gate,2016,448,2017,Hugo Award,World SF Society,Popular,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/26228034-the-obelisk-gate,http://www.librarything.com/work/16518639/book/155876041,1972,Female,43,Black,American,https://www.goodreads.com/book/show/26228034-the-obelisk-gate,http://www.librarything.com/work/16518639/book/155876041,69138,4.32,1711,4.22
Johnson,Adam,The Orphan Master's Son,2012,443,2013,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/11529868-the-orphan-master-s-son,http://www.librarything.com/work/11716098/book/155611941,1967,Male,44,NA,American,https://www.goodreads.com/book/show/11529868-the-orphan-master-s-son,http://www.librarything.com/work/11716098/book/155611941,81998,4.07,2989,4.05
Johnson,Josephine Winslow,Now in November,1934,288,1935,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/267115.Now_in_November,http://www.librarything.com/work/850912/book/175319928,1910,Female,23,White,American,https://www.goodreads.com/book/show/267115.Now_in_November,http://www.librarything.com/work/850912/book/175319928,1343,3.68,207,3.4
Jones,Edward P.,The Known World,2003,432,2004,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/67.The_Known_World,http://www.librarything.com/work/18258/book/175320166,1950,Male,52,Black,American,https://www.goodreads.com/book/show/67.The_Known_World,http://www.librarything.com/work/18258/book/175320166,33306,3.83,5885,3.77
Jones,Gwyneth,White Queen,1991,316,1991,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/955166.White_Queen,http://www.librarything.com/work/49496/book/145952891,1952,Female,38,White,English,https://www.goodreads.com/book/show/955166.White_Queen,http://www.librarything.com/work/49496/book/145952891,193,3.37,236,2.98
Joyce,Graham,The Facts of Life,2002,298,2003,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/176332.The_Facts_of_Life,http://www.librarything.com/work/49220,1954,Male,47,White,English,https://www.goodreads.com/book/show/176332.The_Facts_of_Life,http://www.librarything.com/work/49220,1080,3.89,313,4.01
Kantor,MacKinlay,Andersonville,1955,766,1956,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/77239.Andersonville,http://www.librarything.com/work/65103/book/175319977,1904,Male,50,White,American,https://www.goodreads.com/book/show/77239.Andersonville,http://www.librarything.com/work/65103/book/175319977,7220,4.12,988,4.04
Kay,Guy Gavriel,Ysabel,2007,416,2008,World Fantasy Award,World Fantasy Convention,Juried,Novel,YA,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/104078.Ysabel,http://www.librarything.com/work/1245454,1954,Male,52,White,Canadian,https://www.goodreads.com/book/show/104078.Ysabel,http://www.librarything.com/work/1245454,9463,3.61,1737,3.68
Kennedy,William,Ironweed,1983,240,1984,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/267243.Ironweed,http://www.librarything.com/work/37306/book/64213618,1928,Male,54,White,American,https://www.goodreads.com/book/show/267243.Ironweed,http://www.librarything.com/work/37306/book/64213618,15230,3.87,2087,3.82
Kessel,John,The Baum Plan for Financial Independence and Other Stories,2008,315,2002,Otherwise Award,Award: Otherwise,Juried,Stories,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/2880461-the-baum-plan-for-financial-independence-and-other-stories,http://www.librarything.com/work/4853155/book/145953822,1950,Male,57,White,American,https://www.goodreads.com/book/show/2880461-the-baum-plan-for-financial-independence-and-other-stories,http://www.librarything.com/work/4853155/book/145953822,184,3.67,192,3.86
Keyes,Daniel,Flowers for Algernon,1966,324,1967,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/36576608-flowers-for-algernon,http://www.librarything.com/work/2516333/book/24493669,1927,Male,38,White,American,https://www.goodreads.com/book/show/36576608-flowers-for-algernon,http://www.librarything.com/work/2516333/book/24493669,447690,4.12,11730,4.109999999999999
Kiernan,Caitlin R.,The Drowning Girl,2012,352,2012,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/11515328-the-drowning-girl,http://www.librarything.com/work/11366773/book/153513942,1964,Female,47,White,American,https://www.goodreads.com/book/show/11515328-the-drowning-girl,http://www.librarything.com/work/11366773/book/153513942,4096,3.73,476,3.73
Kotzwinkle,William,Doctor Rat,1976,243,1977,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/225699.Doctor_Rat,http://www.librarything.com/work/93750,1943,Male,32,White,American,https://www.goodreads.com/book/show/225699.Doctor_Rat,http://www.librarything.com/work/93750,758,3.76,298,3.56
Kowal,Mary Robinette,The Calculating Stars,2018,431,2019,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/33080122-the-calculating-stars,http://www.librarything.com/work/20547312/book/175527953,1969,Female,48,White,American,https://www.goodreads.com/book/show/33080122-the-calculating-stars,http://www.librarything.com/work/20547312/book/175527953,14757,4.05,780,3.9699999999999998
Kowal,Mary Robinette,The Calculating Stars,2018,431,2019,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/33080122-the-calculating-stars,http://www.librarything.com/work/20547312/book/175527953,1969,Female,48,White,American,https://www.goodreads.com/book/show/33080122-the-calculating-stars,http://www.librarything.com/work/20547312/book/175527953,14757,4.05,780,3.9699999999999998
Kushner,Ellen,Thomas the Rhymer,1990,258,1991,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/152427.Thomas_the_Rhymer,http://www.librarything.com/work/28198,1955,Female,34,White,American,https://www.goodreads.com/book/show/152427.Thomas_the_Rhymer,http://www.librarything.com/work/28198,3346,3.86,1250,3.94
La Farge,Oliver,Laughing Boy,1929,193,1930,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/1160780.Laughing_Boy,http://www.librarything.com/work/761672/book/175319891,1901,Male,27,White,American,https://www.goodreads.com/book/show/1160780.Laughing_Boy,http://www.librarything.com/work/761672/book/175319891,3124,3.74,553,3.72
Lahiri,Jhumpa,Interpreter of Maladies,1999,198,2000,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Stories,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies,http://www.librarything.com/work/8509221/book/138048206,1967,Female,31,Asian,English,https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies,http://www.librarything.com/work/8509221/book/138048206,152812,4.15,10131,4.08
Lanagan,Margo,Tender Morsels,2007,436,2009,World Fantasy Award,World Fantasy Convention,Juried,Novel,YA,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/2662169-tender-morsels,http://www.librarything.com/work/5439594,1960,Female,46,White,Australian,https://www.goodreads.com/book/show/2662169-tender-morsels,http://www.librarything.com/work/5439594,5476,3.56,1116,3.75
LaValle,Victor,The Changeling,2017,431,2018,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Horror,Male,Primary,https://www.goodreads.com/book/show/31147267-the-changeling,http://www.librarything.com/work/18863202,1972,Male,44,Black,American,https://www.goodreads.com/book/show/31147267-the-changeling,http://www.librarything.com/work/18863202,11036,3.79,556,3.79
Le Guin,Ursula K.,Tehanu,1990,288,1991,Nebula Award,SFF Writers of America,Popular,Novel,YA,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/13661.Tehanu,http://www.librarything.com/work/2860311/book/64319647,1929,Female,60,White,American,https://www.goodreads.com/book/show/13661.Tehanu,http://www.librarything.com/work/2860311/book/64319647,32072,3.94,4204,3.8
Le Guin,Ursula K.,The Dispossessed,1974,400,1975,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/13651.The_Dispossessed,http://www.librarything.com/work/21142/book/121648141,1929,Female,44,White,American,https://www.goodreads.com/book/show/13651.The_Dispossessed,http://www.librarything.com/work/21142/book/121648141,77432,4.22,7712,4.13
Le Guin,Ursula K.,The Dispossessed,1974,400,1975,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/13651.The_Dispossessed,http://www.librarything.com/work/21142/book/121648141,1929,Female,44,White,American,https://www.goodreads.com/book/show/13651.The_Dispossessed,http://www.librarything.com/work/21142/book/121648141,77432,4.22,7712,4.13
Le Guin,Ursula K.,The Other Wind,2001,211,2002,World Fantasy Award,World Fantasy Convention,Juried,Novel,YA,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/13658.The_Other_Wind,http://www.librarything.com/work/50110,1929,Female,71,White,American,https://www.goodreads.com/book/show/13658.The_Other_Wind,http://www.librarything.com/work/50110,17925,4.12,3084,3.96
Le Guin,Ursula K.,The Birthday of the World and Other Stories,2002,384,1994,Otherwise Award,Award: Otherwise,Juried,Stories,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/68021.The_Birthday_of_the_World_and_Other_Stories,http://www.librarything.com/work/160911/book/145592490,1929,Female,72,White,American,https://www.goodreads.com/book/show/68021.The_Birthday_of_the_World_and_Other_Stories,http://www.librarything.com/work/160911/book/145592490,3968,4.3,1089,4.1499999999999995
