authorLast,authorFirst,bookTitle,pubYear,pageCount,listName,listRank,bookType,bookAudience,language,primaryGenre,charGender,authorCount,linkGR,linkLT,authorDOB,authorGender,authorAge,authorRace,authorNationality,countGR,ratingGR,countLT,ratingLT
Huxley,Aldous,Brave New World,1932,239,American Book Review,44,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/5129.Brave_New_World,http://www.librarything.com/work/1977/book/11725423,1894,Male,37,White,English,1303202,3.98,42096,3.96
Huxley,Aldous,Brave New World,1932,239,Modern Library Board,5,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/5129.Brave_New_World,http://www.librarything.com/work/1977/book/11725423,1894,Male,37,White,English,1303202,3.98,42096,3.96
Huxley,Aldous,Point Counter Point,1928,432,Modern Library Board,44,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/5135.Point_Counter_Point,http://www.librarything.com/work/38410/book/46035376,1894,Male,33,White,English,10199,3.86,2098,3.7600000000000002
Irving,John,A Prayer for Owen Meany,1989,645,Modern Library Readers,28,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany,http://www.librarything.com/work/7263/book/24487343,1942,Male,46,White,American,274400,4.23,15613,4.26
Irving,John,The World According to Garp,1978,624,Modern Library Readers,64,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,http://www.librarything.com/work/5178/book/24487338,1942,Male,35,White,American,195767,4.08,13447,4.09
Jackson,Shirley,The Haunting of Hill House,1959,289,Modern Library Readers,66,Novel,Adult,English,Horror,Female,Primary,https://www.goodreads.com/book/show/89717.The_Haunting_of_Hill_House,http://www.librarything.com/work/5466/book/11726486,1916,Female,42,White,American,126789,3.85,5625,3.9499999999999997
James,Henry,The Ambassadors,1903,512,American Book Review,23,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/775366.The_Ambassadors,http://www.librarything.com/work/16999/book/56126965,1843,Male,59,White,American,10999,3.66,3155,3.7
James,Henry,The Ambassadors,1903,512,Modern Library Board,27,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/775366.The_Ambassadors,http://www.librarything.com/work/16999/book/56126965,1843,Male,59,White,American,10999,3.66,3155,3.7
James,Henry,The Golden Bowl,1904,656,Modern Library Board,32,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/259020.The_Golden_Bowl,http://www.librarything.com/work/2245/book/56126990,1843,Male,60,White,American,10476,3.79,2196,3.62
James,Henry,The Wings of the Dove,1902,608,Modern Library Board,26,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/124272.The_Wings_of_the_Dove,http://www.librarything.com/work/3078/book/56126939,1843,Male,58,White,American,15525,3.81,2740,3.69
Jones,James,From Here to Eternity,1951,864,Modern Library Board,62,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/116114.From_Here_to_Eternity,http://www.librarything.com/work/70314/book/87206040,1921,Male,29,White,American,15461,4.09,1606,4
Joyce,James,A Portrait of the Artist as a Young Man,1916,218,American Book Review,21,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man,http://www.librarything.com/work/3359/book/12126759,1882,Male,33,White,Irish,119971,3.61,17240,3.7
Joyce,James,A Portrait of the Artist as a Young Man,1916,218,Modern Library Readers,57,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man,http://www.librarything.com/work/3359/book/12126759,1882,Male,33,White,Irish,119971,3.61,17240,3.7
Joyce,James,A Portrait of the Artist as a Young Man,1916,218,Modern Library Board,3,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man,http://www.librarything.com/work/3359/book/12126759,1882,Male,33,White,Irish,119971,3.61,17240,3.7
Joyce,James,Dubliners,1914,171,American Book Review,63,Stories,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/11012.Dubliners,http://www.librarything.com/work/3483/book/11726517,1882,Male,31,White,Irish,113652,3.85,15382,3.92
Joyce,James,Finnegans Wake,1939,672,American Book Review,10,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/11013.Finnegans_Wake,http://www.librarything.com/work/11916/book/24492922,1882,Male,56,White,Irish,11131,3.67,4237,3.8699999999999997
Joyce,James,Finnegans Wake,1939,672,Modern Library Board,77,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/11013.Finnegans_Wake,http://www.librarything.com/work/11916/book/24492922,1882,Male,56,White,Irish,11131,3.67,4237,3.8699999999999997
Joyce,James,Ulysses,1922,727,Modern Library Board,1,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/338798.Ulysses,http://www.librarything.com/work/8520/book/11726513,1882,Male,39,White,Irish,102314,3.73,18884,4.03
Joyce,James,Ulysses,1922,727,American Book Review,2,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/338798.Ulysses,http://www.librarything.com/work/8520/book/11726513,1882,Male,39,White,Irish,102314,3.73,18884,4.03
Joyce,James,Ulysses,1922,727,Modern Library Readers,11,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/338798.Ulysses,http://www.librarything.com/work/8520/book/11726513,1882,Male,39,White,Irish,102314,3.73,18884,4.03
Katz,Steve,Creamy and Delicious: Eat My Words (in Other Words),1970,204,American Book Review,91,Stories,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/3610152-creamy-delicious,http://www.librarything.com/work/8996418/book/51199825,1935,Male,34,White,American,18,3.17,9,3.25
Kennedy,William,Billy Phelan's Greatest Game,1978,282,American Book Review,80,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/140688.Billy_Phelan_s_Greatest_Game,http://www.librarything.com/work/160151/book/64213613,1928,Male,49,White,American,1032,3.93,398,3.8099999999999996
Kennedy,William,Ironweed,1983,240,American Book Review,80,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/267243.Ironweed,http://www.librarything.com/work/37306/book/64213618,1928,Male,54,White,American,15108,3.86,2068,3.82
Kennedy,William,Ironweed,1983,240,Modern Library Board,92,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/267243.Ironweed,http://www.librarything.com/work/37306/book/64213618,1928,Male,54,White,American,15108,3.86,2068,3.82
Kennedy,William,Legs,1975,320,American Book Review,80,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/90761.Legs,http://www.librarything.com/work/101242/book/64213610,1928,Male,46,White,American,1541,3.8,536,3.6
Kerouac,Jack,On the Road,1957,320,Modern Library Readers,42,Narrative non-fiction,Adult,English,Memoir,Male,Primary,https://www.goodreads.com/book/show/70401.On_the_Road,http://www.librarything.com/work/3207/book/11726843,1922,Male,34,White,American,319302,3.63,23091,3.67
Kerouac,Jack,On the Road,1957,320,Modern Library Board,55,Narrative non-fiction,Adult,English,Memoir,Male,Primary,https://www.goodreads.com/book/show/70401.On_the_Road,http://www.librarything.com/work/3207/book/11726843,1922,Male,34,White,American,319302,3.63,23091,3.67
Kerouac,Jack,On the Road,1957,320,American Book Review,38,Narrative non-fiction,Adult,English,Memoir,Male,Primary,https://www.goodreads.com/book/show/70401.On_the_Road,http://www.librarything.com/work/3207/book/11726843,1922,Male,34,White,American,319302,3.63,23091,3.67
Kesey,Ken,One Flew Over the Cuckoo's Nest,1962,284,Modern Library Readers,90,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,http://www.librarything.com/work/2122/book/10084776,1935,Male,26,White,American,587533,4.19,19590,4.159999999999999
Kesey,Ken,Sometimes a Great Notion,1964,736,Modern Library Readers,93,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/529626.Sometimes_a_Great_Notion,http://www.librarything.com/work/27132/book/10084759,1935,Male,28,White,American,19987,4.17,2317,4.21
King,Stephen,It,1986,1138,Modern Library Readers,84,Novel,Adult,English,Horror,Mixed,Primary,https://www.goodreads.com/book/show/830502.It,http://www.librarything.com/work/1489/book/11726858,1947,Male,38,White,American,704033,4.24,15805,4.08
Kipling,Rudyard,Kim,1901,240,Modern Library Board,78,Novel,YA,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/210834.Kim,http://www.librarything.com/work/8683/book/24493763,1865,Male,35,White,English,31503,3.72,6724,3.86
Koestler,Arthur,Darkness at Noon,1940,288,Modern Library Board,8,Novel,Adult,German,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/30672.Darkness_at_Noon,http://www.librarything.com/work/19365/book/24493768,1905,Male,34,White,Hungarian,24614,4.03,4221,4.05
Lawrence,D.H.,Sons and Loves,1913,423,Modern Library Board,9,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/32071.Sons_and_Lovers,http://www.librarything.com/work/7790/book/24522818,1885,Male,27,White,English,44819,3.63,7883,3.58
Lawrence,D.H.,The Rainbow,1915,467,Modern Library Board,48,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/31491.The_Rainbow,http://www.librarything.com/work/27196/book/64303081,1885,Male,29,White,English,17820,3.69,3375,3.66
Lawrence,D.H.,Women in Love,1920,536,American Book Review,24,Novel,Adult,English,Romance,Female,Primary,https://www.goodreads.com/book/show/9784.Women_in_Love,http://www.librarything.com/work/19238/book/64303061,1885,Male,34,White,English,28053,3.67,5733,3.58
Lee,Harper,To Kill a Mockingbird,1960,324,Modern Library Readers,5,Novel,YA,English,Literary fiction,Female,Primary,https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,http://www.librarything.com/work/3092/book/11727116,1926,Female,33,White,American,4068697,4.27,60924,4.39
Lessing,Doris,The Golden Notebook,1962,688,American Book Review,59,Novel,Adult,English,Literary fiction,Female,Primary,https://www.goodreads.com/book/show/24100.The_Golden_Notebook,http://www.librarything.com/work/86217/book/41702552,1919,Female,42,White,English,18086,3.76,4325,3.65
Lewis,Sinclair,Arrowsmith,1925,480,Modern Library Readers,78,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/11389.Arrowsmith,http://www.librarything.com/work/92837/book/87234488,1885,Male,39,White,American,6489,3.82,1662,3.77
Lewis,Sinclair,Main Street,1920,448,Modern Library Board,68,Novel,Adult,English,Literary fiction,Female,Primary,https://www.goodreads.com/book/show/11376.Main_Street,http://www.librarything.com/work/106960/book/87206130,1885,Male,34,White,American,23087,3.77,3330,3.75
London,Jack,The Call of the Wild,1903,51,Modern Library Board,88,Novel,YA,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild,http://www.librarything.com/work/21623/book/21675557,1876,Male,26,White,American,299372,3.86,13581,3.7800000000000002
London,Jack,The Call of the Wild,1903,51,Modern Library Readers,75,Novel,YA,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild,http://www.librarything.com/work/21623/book/21675557,1876,Male,26,White,American,299372,3.86,13581,3.7800000000000002
Lovecraft,H.P.,At the Mountains of Madness,1936,86,Modern Library Readers,45,Novel,Adult,English,Horror,Male,Primary,https://www.goodreads.com/book/show/32767.At_the_Mountains_of_Madness,http://www.librarything.com/work/1632621/book/157045828,1890,Male,45,White,American,29416,3.88,810,3.72
Lowry,Malcolm,Under the Volcano,1947,448,Modern Library Readers,39,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/31072.Under_the_Volcano,http://www.librarything.com/work/8023/book/24522918,1909,Male,37,White,English,20718,3.79,3404,3.8099999999999996
Lowry,Malcolm,Under the Volcano,1947,448,American Book Review,14,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/31072.Under_the_Volcano,http://www.librarything.com/work/8023/book/24522918,1909,Male,37,White,English,20718,3.79,3404,3.8099999999999996
Lowry,Malcolm,Under the Volcano,1947,448,Modern Library Board,11,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/31072.Under_the_Volcano,http://www.librarything.com/work/8023/book/24522918,1909,Male,37,White,English,20718,3.79,3404,3.8099999999999996
Mailer,Norman,The Naked and the Dead,1948,736,American Book Review,89,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/12467.The_Naked_and_the_Dead,http://www.librarything.com/work/10073830/book/30700765,1923,Male,24,White,American,22310,3.94,3361,3.9299999999999997
Mailer,Norman,The Naked and the Dead,1948,736,Modern Library Board,51,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/12467.The_Naked_and_the_Dead,http://www.librarything.com/work/10073830/book/30700765,1923,Male,24,White,American,22310,3.94,3361,3.9299999999999997
Marcus,Ben,The Age of Wire and String,1995,140,American Book Review,72,Stories,Adult,English,Experimental,Mixed,Primary,https://www.goodreads.com/book/show/155677.The_Age_of_Wire_and_String,http://www.librarything.com/work/170865/book/51518564,1967,Male,27,White,American,1539,3.73,388,3.7
Mathews,Harry,Tlooth,1966,177,American Book Review,73,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/267433.Tlooth,http://www.librarything.com/work/156743/book/64302281,1930,Male,35,White,American,307,3.82,121,3.8
Maugham,W. Somerset,Of Human Bondage,1915,704,Modern Library Readers,37,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/31548.Of_Human_Bondage,http://www.librarything.com/work/7701/book/52335080,1874,Male,40,White,English,44387,4.13,6857,4.08
Maugham,W. Somerset,Of Human Bondage,1915,704,Modern Library Board,66,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/31548.Of_Human_Bondage,http://www.librarything.com/work/7701/book/52335080,1874,Male,40,White,English,44387,4.13,6857,4.08
McCarthy,Cormac,Suttree,1979,471,Modern Library Readers,96,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/394469.Suttree,http://www.librarything.com/work/74386/book/24524659,1933,Male,45,White,American,16515,4.18,2298,4.17
McCullers,Carson,The Heart is a Lonely Hunter,1940,356,Modern Library Board,17,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/37380.The_Heart_Is_a_Lonely_Hunter,http://www.librarything.com/work/18244/book/87205047,1917,Female,22,White,American,87140,3.98,8663,3.96
McCullers,Carson,The Heart is a Lonely Hunter,1940,356,Modern Library Readers,52,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/37380.The_Heart_Is_a_Lonely_Hunter,http://www.librarything.com/work/18244/book/87205047,1917,Female,22,White,American,87140,3.98,8663,3.96
McElroy,Joseph,Lookout Cartridge,1974,531,American Book Review,39,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/888887.Lookout_Cartridge,http://www.librarything.com/work/156712/book/46805654,1930,Male,43,White,American,131,4.09,117,4.109999999999999
Metcalf,Paul,Genoa: A Telling of Wonders,1965,208,American Book Review,43,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/1047308.Genoa,http://www.librarything.com/work/568754/book/51196169,1917,Male,47,White,American,97,4.21,63,4.29
Miller,Henry,Tropic of Cancer,1934,318,Modern Library Board,50,Novel,Adult,English,Memoir,Male,Primary,https://www.goodreads.com/book/show/249.Tropic_of_Cancer,http://www.librarything.com/work/8518/book/24524130,1896,Male,37,White,American,58476,3.68,7145,3.64
Miller,Henry,Tropic of Cancer,1934,318,American Book Review,37,Novel,Adult,English,Memoir,Male,Primary,https://www.goodreads.com/book/show/249.Tropic_of_Cancer,http://www.librarything.com/work/8518/book/24524130,1896,Male,37,White,American,58476,3.68,7145,3.64
Miller,Henry,Tropic of Cancer,1934,318,Modern Library Readers,68,Novel,Adult,English,Memoir,Male,Primary,https://www.goodreads.com/book/show/249.Tropic_of_Cancer,http://www.librarything.com/work/8518/book/24524130,1896,Male,37,White,American,58476,3.68,7145,3.64
Mitchell,Margaret,Gone with the Wind,1936,1037,Modern Library Readers,24,Novel,Adult,English,Romance,Mixed,Primary,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,http://www.librarything.com/work/34878/book/24524116,1900,Female,35,White,American,1013252,4.29,18701,4.3
Mooney,Ted,Easy Travel to Other Planets,1981,278,American Book Review,97,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/657138.Easy_Travel_to_Other_Planets,http://www.librarything.com/work/206965/book/51584000,1951,Male,29,White,American,157,3.73,156,3.8099999999999996
Morrison,Toni,Beloved,1987,324,American Book Review,12,Novel,Adult,English,Literary fiction,Female,Primary,https://www.goodreads.com/book/show/6149.Beloved,http://www.librarything.com/work/2182/book/25964445,1931,Female,55,Black,American,290195,3.82,17430,3.88
Morrison,Toni,Beloved,1987,324,Modern Library Readers,31,Novel,Adult,English,Literary fiction,Female,Primary,https://www.goodreads.com/book/show/6149.Beloved,http://www.librarything.com/work/2182/book/25964445,1931,Female,55,Black,American,290195,3.82,17430,3.88
Murdoch,Iris,Under the Net,1954,256,Modern Library Board,95,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/11324.Under_the_Net,http://www.librarything.com/work/3082109/book/87207082,1919,Female,34,White,English,11976,3.77,1664,3.62
Nabokov,Vladimir,Lolita,1955,348,Modern Library Readers,34,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/7604.Lolita,http://www.librarything.com/work/913/book/21710431,1899,Male,55,White,Russian,609214,3.89,25945,4.109999999999999
Nabokov,Vladimir,Lolita,1955,348,Modern Library Board,4,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/7604.Lolita,http://www.librarything.com/work/913/book/21710431,1899,Male,55,White,Russian,609214,3.89,25945,4.109999999999999
Nabokov,Vladimir,Lolita,1955,348,American Book Review,9,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/7604.Lolita,http://www.librarything.com/work/913/book/21710431,1899,Male,55,White,Russian,609214,3.89,25945,4.109999999999999
Nabokov,Vladimir,Pale Fire,1962,336,American Book Review,1,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/7805.Pale_Fire,http://www.librarything.com/work/7714/book/24557187,1899,Male,62,White,Russian,37800,4.15,6446,4.26
Nabokov,Vladimir,Pale Fire,1962,336,Modern Library Board,53,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/7805.Pale_Fire,http://www.librarything.com/work/7714/book/24557187,1899,Male,62,White,Russian,37800,4.15,6446,4.26
Naipaul,V.S.,A Bend in the River,1979,278,Modern Library Board,83,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/5845.A_Bend_in_the_River,http://www.librarything.com/work/43160/book/87207726,1932,Male,46,Asian,English,14727,3.77,2610,3.72
Naipaul,V.S.,A House for Mr. Biswas,1961,578,Modern Library Board,72,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/5849.A_House_for_Mr_Biswas,http://www.librarything.com/work/10057/book/87206804,1932,Male,28,Asian,English,17342,3.81,2717,3.7600000000000002
O'Brien,Flann,At Swim-Two-Birds,1939,320,American Book Review,47,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/97333.At_Swim_Two_Birds,http://www.librarything.com/work/58506/book/20651924,1911,Male,27,White,Irish,10931,3.91,2626,3.9299999999999997
O'Brien,Flann,At Swim-Two-Birds,1939,320,Modern Library Readers,76,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/97333.At_Swim_Two_Birds,http://www.librarything.com/work/58506/book/20651924,1911,Male,27,White,Irish,10931,3.91,2626,3.9299999999999997
O'Connor,Flannery,Wise Blood,1952,232,American Book Review,56,Novel,Adult,English,Western,Male,Primary,https://www.goodreads.com/book/show/48467.Wise_Blood,http://www.librarything.com/work/12874/book/30913169,1925,Female,26,White,American,24436,3.86,2964,3.86
O'Connor,Flannery,Wise Blood,1952,232,Modern Library Readers,38,Novel,Adult,English,Western,Male,Primary,https://www.goodreads.com/book/show/48467.Wise_Blood,http://www.librarything.com/work/12874/book/30913169,1925,Female,26,White,American,24436,3.86,2964,3.86
O'Hara,John,Appointment in Samarra,1934,272,Modern Library Board,22,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/126583.Appointment_in_Samarra,http://www.librarything.com/work/38282/book/87205249,1905,Male,28,White,American,13381,3.82,1416,3.86
Orwell,George,Animal Farm,1945,140,Modern Library Board,31,Novel,YA,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/170448.Animal_Farm,http://www.librarything.com/work/1477/book/11693362,1903,Male,41,White,English,2436380,3.92,44846,3.9899999999999998
Orwell,George,Animal Farm,1945,140,Modern Library Readers,20,Novel,YA,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/170448.Animal_Farm,http://www.librarything.com/work/1477/book/11693362,1903,Male,41,White,English,2436380,3.92,44846,3.9899999999999998
Orwell,George,Nineteen Eighty-Four,1949,237,Modern Library Readers,6,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/40961427-1984,http://www.librarything.com/work/1472/book/11693357,1903,Male,45,White,English,2719979,4.17,63038,4.24
Orwell,George,Nineteen Eighty-Four,1949,237,American Book Review,30,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/40961427-1984,http://www.librarything.com/work/1472/book/11693357,1903,Male,45,White,English,2719979,4.17,63038,4.24
Orwell,George,Nineteen Eighty-Four,1949,237,Modern Library Board,13,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/40961427-1984,http://www.librarything.com/work/1472/book/11693357,1903,Male,45,White,English,2719979,4.17,63038,4.24
Percy,Walker,The Moviegoer,1961,241,Modern Library Readers,49,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/10739.The_Moviegoer,http://www.librarything.com/work/5060/book/55704031,1916,Male,44,White,American,23436,3.68,3813,3.69
Percy,Walker,The Moviegoer,1961,241,Modern Library Board,60,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/10739.The_Moviegoer,http://www.librarything.com/work/5060/book/55704031,1916,Male,44,White,American,23436,3.68,3813,3.69
Pirsig,Robert M.,Zen and the Art of Motorcycle Maintenance,1974,404,Modern Library Readers,73,Narrative non-fiction,Adult,English,Memoir,Male,Primary,https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance,http://www.librarything.com/work/1008/book/18179704,1928,Male,45,White,American,180813,3.77,15424,3.8299999999999996
Powell,Anthony,A Buyer's Market,1952,292,Modern Library Board,43,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/1006997.A_Buyer_s_Market,http://www.librarything.com/work/2263291/book/87205671,1905,Male,46,White,English,990,3.87,485,3.61
Powell,Anthony,A Question of Upbringing,1951,244,Modern Library Board,43,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/16116.A_Question_of_Upbringing,http://www.librarything.com/work/2214647/book/87205648,1905,Male,45,White,English,3836,3.7,853,3.65
Powell,Anthony,At Lady Molly's,1957,256,Modern Library Board,43,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/1376768.At_Lady_Molly_s,http://www.librarything.com/work/2263643/book/87205704,1905,Male,51,White,English,751,4.13,442,3.7800000000000002
Powell,Anthony,Books Do Furnish a Room,1971,256,Modern Library Board,43,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/2340618.Books_Do_Furnish_a_Room,http://www.librarything.com/work/2263692/book/87205841,1905,Male,65,White,English,552,4.17,369,3.75
Powell,Anthony,Casanova's Chinese Restaurant,1960,244,Modern Library Board,43,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/1052987.Casanova_s_Chinese_Restaurant,http://www.librarything.com/work/2263516/book/87205728,1905,Male,54,White,English,710,4.12,395,3.7800000000000002
Powell,Anthony,Hearing Secret Harmonies,1975,288,Modern Library Board,43,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/1428602.Hearing_Secret_Harmonies,http://www.librarything.com/work/2263518/book/87205893,1905,Male,69,White,English,519,4.15,314,3.8
Powell,Anthony,Temporary Kings,1973,288,Modern Library Board,43,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/1790509.Temporary_Kings,http://www.librarything.com/work/2263542/book/87205862,1905,Male,67,White,English,513,4.17,314,3.8699999999999997
Powell,Anthony,The Acceptance World,1955,228,Modern Library Board,43,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/2467144.The_Acceptance_World,http://www.librarything.com/work/2215246/book/87205681,1905,Male,49,White,English,828,4.11,452,3.75
Powell,Anthony,The Kindly Ones,1962,272,Modern Library Board,43,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/1376772.The_Kindly_Ones,http://www.librarything.com/work/2263686/book/87205742,1905,Male,56,White,English,625,4.24,369,3.98
Powell,Anthony,The Military Philosophers,1968,256,Modern Library Board,43,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/1790475.The_Military_Philosophers,http://www.librarything.com/work/2263682/book/87205822,1905,Male,62,White,English,562,4.14,330,3.8
Powell,Anthony,The Soldier's Art,1966,242,Modern Library Board,43,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/2340615.The_Soldier_s_Art,http://www.librarything.com/work/2263688/book/87205797,1905,Male,60,White,English,584,4.23,310,3.9299999999999997
Powell,Anthony,The Valley of Bones,1964,256,Modern Library Board,43,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/363240.The_Valley_of_Bones,http://www.librarything.com/work/2263706/book/87205774,1905,Male,58,White,English,606,4.15,342,3.74
Pynchon,Thomas,Gravity's Rainbow,1973,776,American Book Review,3,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/415.Gravity_s_Rainbow,http://www.librarything.com/work/10088/book/19255590,1937,Male,35,White,American,33269,4.01,8705,4.1
Pynchon,Thomas,Gravity's Rainbow,1973,776,Modern Library Readers,21,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/415.Gravity_s_Rainbow,http://www.librarything.com/work/10088/book/19255590,1937,Male,35,White,American,33269,4.01,8705,4.1
Pynchon,Thomas,V.,1963,546,Modern Library Readers,85,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/5809.V_,http://www.librarything.com/work/8883/book/10084797,1937,Male,25,White,American,18067,3.96,4334,4.05
Rand,Ayn,Anthem,1938,101,Modern Library Readers,7,Novel,Adult,English,NA,Male,NA,https://www.goodreads.com/book/show/667.Anthem,http://www.librarything.com/work/862/book/24568063,1905,Female,32,White,Russian,123473,3.63,8703,3.61
Rand,Ayn,Atlas Shrugged,1957,1188,Modern Library Readers,1,Novel,Adult,English,NA,Male,NA,https://www.goodreads.com/book/show/662.Atlas_Shrugged,http://www.librarything.com/work/2791688/book/24568065,1905,Female,51,White,Russian,336325,3.69,18652,3.79
Rand,Ayn,The Fountainhead,1943,752,Modern Library Readers,2,Novel,Adult,English,NA,Male,NA,https://www.goodreads.com/book/show/2122.The_Fountainhead,http://www.librarything.com/work/3702/book/25147887,1905,Female,37,White,Russian,283084,3.86,16361,3.8899999999999997
